customer_id,device_id,first_name,last_name,street,city,state,zipcode,mobilenubmer,opendate,lastupdate
1195,27-9F-5F-09-88-1F,Theo,Silvermann,89491 Rieder Court,Los Angeles,California,90005,213-391-8940,5/6/2016,4/17/2018
1196,27-25-BD-44-F3-B2,Lorain,Blaisdale,47157 Logan Point,Stockton,California,95210,209-968-2827,5/20/2016,11/20/2017
1197,95-93-6F-66-B8-BD,Clarice,Renouf,4169 Canary Parkway,Los Angeles,California,90076,323-712-5668,7/2/2016,6/2/2018
1198,10-5E-87-F8-A9-B9,Krystal,Puckrin,678 Mayer Park,San Francisco,California,94164,415-710-3895,3/17/2016,1/13/2018
1199,AC-3A-2E-D0-63-F2,Ruby,Langmaid,7178 Lighthouse Bay Hill,Corona,California,92878,951-408-8885,10/26/2015,1/5/2018
1200,0B-E1-7D-7B-6F-6A,Gerrie,Sheekey,0 Namekagon Hill,Corona,California,92883,951-809-1921,2/8/2016,10/30/2017
1201,92-44-5E-8F-6B-45,Ernaline,Draye,33 Golf Junction,Anaheim,California,92825,714-959-0313,5/26/2016,5/20/2018
1202,7C-55-7C-B6-FE-51,Lefty,Cathie,0 Sugar Lane,Concord,California,94522,925-565-2647,6/1/2016,12/24/2017
1203,F2-B3-42-70-AE-7C,Mead,Dolphin,27 Derek Court,San Francisco,California,94159,415-252-3629,4/18/2016,6/19/2018
1204,66-6C-46-48-B6-41,Bethina,Eymor,38694 Macpherson Way,Irvine,California,92612,714-857-4021,1/5/2016,1/24/2018
1205,B3-41-4E-5E-DC-46,Gabie,Rodgman,730 Arapahoe Avenue,Palmdale,California,93591,661-711-3081,7/18/2016,9/11/2017
1206,C8-75-96-16-B1-89,Shirlee,Orehead,12 Huxley Circle,Sacramento,California,95865,916-959-6831,1/28/2016,10/6/2017
1207,78-9F-0D-B4-46-1A,Ruby,Flatt,63 Sutherland Way,Sunnyvale,California,94089,650-575-5833,5/6/2016,8/29/2017
1208,92-ED-74-D8-7B-1A,Inge,Luttgert,385 Pearson Way,Sacramento,California,95894,916-920-2084,11/11/2015,4/27/2018
1209,86-16-28-53-3E-37,Joyann,Davage,8589 Parkside Road,Sacramento,California,94230,916-377-4450,4/18/2016,12/5/2017
1210,05-24-DF-4C-C6-E1,Seamus,Puckrin,95608 Novick Circle,Redwood City,California,94064,650-716-9262,8/24/2015,4/8/2018
1211,4C-55-8B-0D-45-67,Brenna,Connikie,80461 Hallows Terrace,San Diego,California,92160,619-527-0366,3/2/2016,6/18/2018
1212,51-74-10-31-74-7D,Angele,Lurner,62 4th Crossing,Santa Barbara,California,93106,805-403-0955,4/5/2016,1/30/2018
1213,2C-59-66-A0-1F-ED,Godfry,Thirlaway,46460 Parkside Parkway,Sacramento,California,94280,916-528-7462,6/7/2016,12/9/2017
1214,93-F4-C3-26-02-6B,Brook,Pomroy,9317 Sheridan Plaza,Fresno,California,93726,559-450-2463,12/2/2015,3/25/2018
1215,39-EA-21-1A-C0-57,Randy,Bramall,09657 Debs Plaza,San Jose,California,95128,408-183-7348,12/31/2015,9/27/2017
1216,86-1F-8F-0E-BA-EA,Donalt,Cicchelli,68 Grover Avenue,Lancaster,California,93584,661-961-3923,9/26/2015,5/30/2018
1217,70-37-26-A4-6D-8D,Davine,Hucker,97504 Monica Drive,Los Angeles,California,90087,213-151-9560,11/26/2015,7/17/2018
1218,D9-A6-06-4A-E8-2F,Lockwood,Lutton,52634 Mosinee Plaza,San Francisco,California,94147,415-147-2454,9/12/2015,7/8/2018
1219,15-03-5C-BF-5C-54,Mariam,de Villier,96597 Mcbride Alley,Los Angeles,California,90087,213-950-9066,9/20/2015,11/24/2017
1220,43-A1-82-FD-36-DD,Glory,Befroy,4009 Riverside Crossing,San Jose,California,95150,408-176-9964,9/27/2015,4/10/2018
1221,8E-D8-8B-04-1F-C0,Rhodie,Bourley,9 Clyde Gallagher Parkway,Pasadena,California,91199,626-627-8726,9/9/2015,2/5/2018
1222,D2-CF-6F-AE-5B-5D,Dorette,Hache,946 Chinook Plaza,San Francisco,California,94164,415-964-9577,7/26/2016,5/30/2018
1223,29-45-C7-3E-DB-9E,Fabe,Bollins,4907 Carberry Avenue,Long Beach,California,90805,562-368-1723,7/10/2016,4/1/2018
1224,BA-56-29-71-C3-F0,Rafaela,Smitherham,41300 Bayside Parkway,San Jose,California,95155,408-118-0272,8/11/2016,6/11/2018
1225,35-78-94-8A-E1-05,Shawn,Antognazzi,86 Lake View Crossing,Los Angeles,California,90065,213-245-1053,8/19/2016,9/25/2017
1226,08-B9-5B-34-1A-AF,Cordell,Martt,38318 Sheridan Plaza,Sacramento,California,94297,916-377-9764,2/15/2016,7/26/2018
1227,CE-65-01-44-D3-2B,Redford,Birth,869 Elka Road,Torrance,California,90510,818-362-9193,10/11/2015,12/5/2017
1228,84-28-83-71-A0-82,Lindsay,Corrin,67949 Trailsway Terrace,Stockton,California,95219,209-766-4877,5/10/2016,1/19/2018
1229,94-FA-EB-EB-E5-CD,Willy,Norval,0446 Morning Hill,San Francisco,California,94154,415-193-1792,7/17/2016,12/9/2017
1230,B9-06-33-0B-9F-89,Caterina,Vivien,764 Westport Street,San Francisco,California,94177,415-933-7028,12/21/2015,8/30/2017
1231,0D-F7-E3-75-AA-CB,Randell,Jakobssen,28774 Gateway Point,Sacramento,California,94263,916-960-5193,4/30/2016,3/8/2018
1232,83-C7-3F-CA-27-9A,Shelagh,Clancey,9 Meadow Valley Hill,Torrance,California,90505,310-905-8763,3/12/2016,7/10/2018
1233,8B-C7-CD-E9-CF-DB,Stillman,Hollingby,9 Stoughton Terrace,Berkeley,California,94712,510-571-5750,9/5/2015,11/5/2017
1234,29-FD-37-1F-0B-21,Patrizio,Zannini,4 Lunder Circle,San Jose,California,95173,408-935-8532,6/10/2016,8/20/2018
1235,7A-C9-CC-A9-3E-25,Karon,Midgely,18 Bluestem Street,San Jose,California,95133,408-516-0837,2/7/2016,12/25/2017
1236,7E-60-BD-C9-45-D8,Roxanna,Eblein,29 Nobel Alley,Bakersfield,California,93399,661-721-5367,3/20/2016,12/29/2017
1237,36-96-B9-6E-B1-A0,Karl,Duckerin,7562 Bartillon Terrace,Los Angeles,California,90005,310-980-8080,5/27/2016,4/29/2018
1238,7C-00-02-29-0B-AB,Sherwynd,Crummie,6 Grayhawk Trail,Oakland,California,94605,510-770-0125,3/31/2016,2/28/2018
1239,A9-81-F1-E9-15-AC,Gerianna,MacSharry,14 International Court,Los Angeles,California,90025,323-931-2603,5/13/2016,3/6/2018
1240,D3-CE-F3-28-0B-60,Alyosha,Mollen,41 Esker Point,Alhambra,California,91841,626-869-9689,1/1/2016,3/11/2018
1241,B2-7F-E8-1D-FB-7C,Arlen,McCoy,68815 Browning Lane,San Bernardino,California,92424,909-998-3474,1/27/2016,8/25/2017
1242,52-6B-CF-AD-4D-85,Daphne,Leger,0 Mcbride Way,San Francisco,California,94132,415-324-1777,8/2/2016,4/9/2018
1243,F0-63-AB-20-A7-00,Marsha,McIndoe,7 Arrowood Pass,Riverside,California,92519,951-174-5048,6/12/2016,1/28/2018
1244,35-66-CE-1C-29-A4,Douglass,Beaven,459 Springs Crossing,Redwood City,California,94064,650-889-1902,7/21/2016,12/24/2017
1245,1B-4E-FE-D2-12-1E,Kiersten,Beauchamp,647 Debs Point,San Diego,California,92105,619-524-2423,3/18/2016,9/9/2017
1246,A5-05-31-D2-E5-C9,Ginni,Caruth,98 Anhalt Parkway,Los Angeles,California,90087,213-935-5679,3/11/2016,10/16/2017
1247,01-CA-64-F7-9D-D2,Blanca,Kopf,78 Knutson Terrace,Santa Ana,California,92725,714-690-1193,4/19/2016,5/19/2018
1248,4D-16-21-63-AE-29,Joli,Meuse,30 Gale Hill,Stockton,California,95210,209-700-8754,8/16/2016,3/22/2018
1249,BC-06-D8-98-DD-03,Virgilio,Cromleholme,79090 Butterfield Center,Sacramento,California,94263,916-359-3918,9/28/2015,1/9/2018
1250,28-AF-00-E4-EC-92,Port,Minot,3 Fieldstone Junction,Alhambra,California,91841,626-836-5064,12/19/2015,5/22/2018
1251,1A-7C-79-79-94-1D,Myrvyn,Drewell,12 Melby Point,Santa Monica,California,90410,310-528-2076,1/19/2016,10/14/2017
1252,F3-1D-31-DC-E5-3E,Antony,Partridge,8668 David Drive,San Diego,California,92132,619-632-0723,11/20/2015,8/15/2018
1253,E1-65-79-3F-90-9A,Dwain,Bottle,65387 American Ash Lane,San Bernardino,California,92415,909-793-3039,7/7/2016,6/5/2018
1254,F7-91-66-9B-96-83,Olivie,Gueinn,3 Sugar Street,Los Angeles,California,90081,213-648-2246,10/20/2015,4/9/2018
1255,8D-C4-95-BA-D9-E7,Dari,Dower,35248 Tony Lane,Orange,California,92862,714-543-7694,5/27/2016,6/24/2018
1256,9E-2F-2D-66-71-0E,Samantha,Mansbridge,95 Sunbrook Center,San Jose,California,95173,408-833-9702,1/8/2016,9/26/2017
1257,44-18-B9-2C-5A-2A,Lizette,Lavrick,81250 Anhalt Way,San Jose,California,95118,408-381-2338,10/12/2015,11/20/2017
1258,30-3D-00-A4-D2-96,Brittany,Oggers,34 Declaration Trail,San Diego,California,92160,619-720-8427,4/6/2016,10/30/2017
1259,A2-15-C1-9F-DB-55,Keane,Kenlin,34398 Daystar Trail,Brea,California,92822,818-625-4910,5/21/2016,12/22/2017
1260,30-54-B8-72-A5-B4,Joletta,Catlin,39759 Prairie Rose Junction,Los Angeles,California,90076,323-820-2124,3/7/2016,10/29/2017
1261,84-B2-33-83-25-D2,Gizela,Barmadier,598 Rigney Way,Alhambra,California,91841,626-156-6402,2/9/2016,5/13/2018
1262,7E-89-D5-4A-BB-22,Hasheem,Lakes,727 Dapin Street,Burbank,California,91505,818-750-9397,11/7/2015,7/17/2018
1263,2C-2C-7A-4D-A5-D4,Benjamin,Crampsey,3 Iowa Road,Los Angeles,California,90005,213-817-6186,2/14/2016,8/11/2018
1264,4A-34-64-84-8D-FF,Kaylyn,Pridding,14371 Calypso Court,Inglewood,California,90305,310-468-7485,9/17/2015,8/21/2018
1265,A2-F8-DC-F1-BE-29,Willie,Sackur,938 Spenser Way,Corona,California,92878,951-534-5114,6/20/2016,9/12/2017
1266,77-37-54-57-52-CB,Denver,Oppie,47743 Eastwood Hill,Ventura,California,93005,805-157-9964,2/19/2016,3/12/2018
1267,34-D9-5E-CA-FC-E6,Micheal,Robrow,10502 Nova Circle,Sacramento,California,95818,916-850-2091,11/21/2015,12/31/2017
1268,BD-7A-B6-B5-15-2B,Karolina,Alderwick,19 Havey Drive,Irvine,California,92612,949-307-8760,8/20/2016,2/9/2018
1269,B3-77-87-39-44-56,Codie,Chivrall,4 Bartillon Way,Los Angeles,California,90101,213-222-0901,9/29/2015,6/16/2018
1270,35-EE-BB-49-16-88,Marve,Sans,45276 Butterfield Terrace,Sacramento,California,94245,916-164-0312,4/4/2016,11/26/2017
1271,A3-98-49-F2-AF-04,Pall,Blainey,43 Meadow Ridge Drive,Pasadena,California,91109,626-749-4698,1/1/2016,2/3/2018
1272,85-26-C5-7A-0F-50,Adria,Southon,99351 Derek Lane,Torrance,California,90510,818-953-2015,12/14/2015,3/3/2018
1273,2F-E2-3F-7E-8D-E6,Gilles,Bartrap,7 Dwight Junction,Irvine,California,92612,510-415-4250,7/18/2016,10/2/2017
1274,42-E2-04-DF-71-91,Tammy,Soden,4929 Springs Court,Sacramento,California,94263,916-316-3136,1/7/2016,3/19/2018
1275,55-34-2B-59-F1-A1,Shurlocke,MacCartair,20431 Warbler Alley,Sacramento,California,95813,916-220-3942,2/22/2016,10/30/2017
1276,B0-4B-1F-79-57-1B,Ilyssa,Anstead,8 Blue Bill Park Street,Fullerton,California,92835,714-378-5859,11/21/2015,6/12/2018
1277,14-58-E0-3C-45-2D,Lilith,Grishechkin,011 Ludington Way,Sacramento,California,94273,916-197-3292,4/9/2016,7/1/2018
1278,9E-45-79-3D-D5-2C,Goddard,Woliter,52 Moland Street,San Bernardino,California,92410,951-576-3898,6/6/2016,6/3/2018
1279,7F-5A-7A-6D-67-49,Maridel,Andrey,60 Merrick Park,Sacramento,California,95818,916-219-2406,7/16/2016,11/29/2017
1280,C3-CD-1B-0B-A2-AC,Kass,Packman,34 Lunder Crossing,Sacramento,California,94291,916-117-4501,7/3/2016,2/15/2018
1281,E5-1F-B0-95-1C-EF,Vail,Stovold,7 Charing Cross Court,Fresno,California,93773,559-502-4299,5/9/2016,12/4/2017
1282,66-A4-2D-6D-5A-D7,Corabel,Hubbis,6893 Shoshone Way,Santa Barbara,California,93150,805-807-1962,11/3/2015,10/26/2017
1283,E2-14-9F-BA-00-5C,Pascale,Windress,895 Lawn Center,Fresno,California,93715,209-565-7138,10/24/2015,5/24/2018
1284,85-3A-5C-1A-B4-C9,Mireielle,Tevlin,98820 Cardinal Junction,San Diego,California,92196,619-115-2471,8/21/2016,5/13/2018
1285,AE-BC-E3-8E-A6-97,Clarence,Plewes,6468 Bluejay Point,Inglewood,California,90310,310-153-9933,12/4/2015,1/22/2018
1286,A2-CF-5B-22-E2-33,Corbett,Tregunnah,05008 Old Shore Point,Berkeley,California,94705,510-406-9107,9/15/2015,4/26/2018
1287,4C-10-DA-7B-6D-52,Frans,Houtby,91 Mccormick Street,San Diego,California,92153,619-716-4405,9/25/2015,4/28/2018
1288,97-D0-10-DC-60-93,Early,Raunds,90148 Coleman Crossing,San Jose,California,95155,408-532-3069,2/29/2016,8/15/2018
1289,FF-E0-67-AA-A7-A1,Loni,Largen,9621 Wayridge Pass,Irvine,California,92619,949-272-1444,9/29/2015,8/24/2017
1290,AB-41-0C-1D-DB-8A,Kendricks,Scawton,310 Glacier Hill Place,Sacramento,California,94230,916-157-8157,9/10/2015,1/23/2018
1291,5F-93-06-F4-7C-7C,Anatollo,Venturoli,0441 Luster Road,San Francisco,California,94126,415-355-6886,8/19/2016,1/25/2018
1292,4E-EC-AF-34-56-24,Michelina,Keyzman,884 Brown Parkway,Oceanside,California,92056,760-804-4574,10/30/2015,11/10/2017
1293,D1-B0-34-F5-30-43,Horacio,Eidelman,69585 Forest Dale Place,Sacramento,California,95833,530-902-1041,11/13/2015,2/27/2018
1294,DB-E8-3B-CC-9F-85,Trace,Folley,2816 Waywood Court,San Diego,California,92105,619-189-3043,8/13/2016,4/9/2018
1295,CB-DD-FD-F3-17-DE,Moore,Wattinham,5303 Nancy Circle,Los Angeles,California,90015,323-110-3858,6/9/2016,5/5/2018
1296,9F-94-8E-D7-95-6F,Gayel,Jacomb,604 Eastlawn Drive,San Jose,California,95108,408-158-4801,2/1/2016,7/9/2018
1297,7D-7A-C6-12-82-4B,Maurie,Obell,19 8th Trail,Chico,California,95973,916-405-4219,2/17/2016,11/25/2017
1298,2C-32-3B-21-8B-16,Carmelina,Batter,7 Grayhawk Park,Sacramento,California,94257,916-271-9015,8/20/2016,6/14/2018
1299,34-94-17-DB-CE-10,Electra,Rosenfarb,30 Straubel Alley,Alhambra,California,91841,626-530-2366,5/12/2016,3/26/2018
1300,F4-8C-B2-F5-61-85,Nikoletta,Hyman,51820 Thackeray Street,Anaheim,California,92812,714-160-8415,10/15/2015,11/2/2017
1301,68-D3-27-E6-47-A3,Hakeem,St Angel,5397 Grover Road,Sacramento,California,95894,916-767-4409,4/17/2016,11/20/2017
1302,CB-43-21-CD-93-5F,Lucky,Pointon,5 Sachs Court,San Jose,California,95133,408-264-5861,12/5/2015,8/25/2017
1303,15-E8-33-9B-60-79,Yorgos,Pieter,47094 Amoth Lane,Orange,California,92867,714-875-3394,6/23/2016,12/5/2017
1304,F1-37-64-69-EA-3C,Stesha,Dreher,873 6th Trail,Fresno,California,93726,209-740-7132,4/5/2016,4/3/2018
1305,44-58-12-F7-47-C3,Viole,Twigley,19 Continental Junction,Van Nuys,California,91411,626-319-8906,8/7/2016,4/9/2018
1306,42-6F-E7-CE-70-8C,Claiborn,Tuison,6637 Bultman Plaza,San Jose,California,95123,408-697-6666,3/4/2016,8/26/2017
1307,5A-0F-E5-7C-92-40,Ainslie,Schultz,3090 Dapin Way,Sacramento,California,94273,916-171-5343,10/18/2015,4/13/2018
1308,17-40-CC-AF-1D-AD,Brianna,Goodlet,97 Riverside Street,San Jose,California,95138,408-327-8508,8/20/2016,4/4/2018
1309,EE-5E-AF-C4-F4-4C,Lindy,Matveiko,552 Nelson Street,San Francisco,California,94105,510-334-9155,5/21/2016,10/24/2017
1310,B2-4A-F2-C1-FC-22,Jenda,Bredes,429 Chinook Parkway,Sacramento,California,94245,916-369-7416,8/9/2016,10/7/2017
1311,93-8E-77-28-FF-CC,Teriann,Vaughan,0 Hudson Crossing,Sacramento,California,94250,916-130-9399,9/24/2015,7/3/2018
1312,1C-26-E4-B0-2F-C3,Michel,Drewitt,9746 Talisman Circle,Pomona,California,91797,909-312-9670,1/26/2016,10/11/2017
1313,88-9F-D4-42-9F-A6,Lek,Dunrige,8632 Messerschmidt Park,San Jose,California,95123,408-998-6361,1/1/2016,9/17/2017
1314,1C-6B-DB-75-D0-10,Berri,Amiable,3629 Garrison Terrace,Los Angeles,California,90076,323-433-0116,2/21/2016,6/28/2018
1315,F7-72-E0-87-1D-56,Peria,Wims,39919 Buena Vista Road,Torrance,California,90505,310-881-4766,5/26/2016,7/17/2018
1316,D6-44-14-BE-2F-50,Hamlen,Du Pre,14 Graceland Street,San Francisco,California,94137,415-524-3347,3/6/2016,6/26/2018
1317,F2-3F-D8-93-8E-94,Gabriele,Cabel,20765 Mayer Parkway,Hayward,California,94544,510-633-9361,7/8/2016,1/31/2018
1318,86-86-37-13-CD-2A,Jeremias,Swainsbury,2 4th Way,San Diego,California,92115,619-794-9943,5/30/2016,10/4/2017
1319,94-AE-88-E2-C7-A7,Lenci,Osborn,395 Pond Street,Fresno,California,93721,209-520-1364,6/2/2016,8/6/2018
1320,37-22-37-11-39-E5,Evelin,Gronou,12 Randy Alley,Fresno,California,93773,559-813-2932,3/9/2016,7/10/2018
1321,F3-CD-D6-F4-54-DF,Hertha,Willgress,9 Moulton Center,Pasadena,California,91131,626-529-3675,11/14/2015,1/6/2018
1322,2E-9A-E9-43-2A-77,Carmita,Stopford,36228 Sunbrook Pass,Fresno,California,93786,559-141-3047,9/12/2015,1/27/2018
1323,8C-E1-BA-AB-79-77,Bastian,Raubenheim,40696 Algoma Avenue,Santa Ana,California,92725,714-988-9268,5/24/2016,7/22/2018
1324,3E-CE-E3-D9-02-DC,Trescha,Cusworth,03 Helena Court,San Francisco,California,94121,858-528-3187,6/2/2016,10/23/2017
1325,24-6C-EC-C3-EB-71,Vassily,Bradneck,5964 Maple Wood Place,Oceanside,California,92056,858-834-5054,5/8/2016,4/30/2018
1326,98-D2-44-34-40-F3,Garrard,Gumn,457 East Place,San Francisco,California,94116,415-852-6664,8/27/2015,1/3/2018
1327,4C-61-AF-1C-63-42,Daloris,Lyttle,251 Sommers Place,Glendale,California,91210,818-422-6756,5/14/2016,10/24/2017
1328,37-68-E1-F7-5F-39,Magdaia,Bransom,108 Mcguire Park,San Diego,California,92127,619-675-0622,8/31/2015,1/24/2018
1329,D3-39-29-B2-D7-41,Marleen,Vondrys,20647 Merrick Circle,Mountain View,California,94042,650-249-8794,9/8/2015,3/5/2018
1330,2E-65-0A-33-D0-1E,Cissiee,Scotts,486 Corscot Parkway,Sacramento,California,94273,916-866-1600,12/11/2015,5/12/2018
1331,5D-66-F4-08-21-09,Corbin,Grolmann,18845 Anzinger Hill,Fresno,California,93726,559-567-9018,4/7/2016,10/2/2017
1332,3C-F9-5B-67-43-11,Matthaeus,Logie,3 Sommers Drive,Inglewood,California,90398,310-940-6880,8/23/2016,10/30/2017
1333,AF-1E-23-66-9C-9E,Amil,Dewett,6546 Iowa Circle,Simi Valley,California,93094,805-542-4640,4/25/2016,8/13/2018
1334,51-71-13-E4-54-75,Michael,Skipsey,0973 7th Way,Oceanside,California,92056,760-171-2692,3/31/2016,5/6/2018
1335,0E-81-F5-0D-25-BB,Jase,Beevors,3947 Warrior Way,Bakersfield,California,93311,661-990-6742,12/8/2015,7/13/2018
1336,7C-07-C3-88-BE-AD,Gilbertine,Wigelsworth,47 Pankratz Drive,Los Angeles,California,90071,562-637-9723,2/24/2016,1/24/2018
1337,61-D6-C2-07-41-21,Mirabel,Benzi,43263 Stephen Pass,San Francisco,California,94147,415-850-0282,2/21/2016,3/21/2018
1338,DF-82-66-7C-36-E4,Heddie,Fakeley,70 Aberg Parkway,Sacramento,California,95838,916-597-2199,1/7/2016,11/21/2017
1339,62-03-46-DA-B4-21,Pauli,Hargreves,9 Mcguire Plaza,Irvine,California,92612,949-762-5354,12/16/2015,5/31/2018
1340,47-DE-B4-9D-D3-AC,Lara,Naptin,201 Eggendart Circle,Fresno,California,93721,559-923-0844,8/27/2015,6/9/2018
1341,92-70-67-AE-A7-63,Murray,Ash,443 Russell Pass,Sacramento,California,94230,916-213-4086,10/15/2015,4/15/2018
1342,2C-4A-20-01-57-D8,Lida,Volage,15298 Glacier Hill Drive,Santa Barbara,California,93111,702-692-7560,4/23/2016,2/14/2018
1343,46-A2-53-07-08-D3,Forrest,Pesak,48 Scoville Hill,Oakland,California,94616,510-898-3446,11/18/2015,4/16/2018
1344,30-18-CB-56-20-2D,Terrie,Vernalls,6501 Oakridge Terrace,Newport Beach,California,92662,714-878-0231,12/25/2015,11/2/2017
1345,DC-63-50-C3-D4-81,Arlee,Crollman,70 Namekagon Drive,Fresno,California,93709,559-363-1576,10/6/2015,9/12/2017
1346,29-B6-D9-96-58-1C,Rodger,Byrom,81 Forster Way,Anaheim,California,92805,562-981-7565,4/5/2016,3/3/2018
1347,47-77-10-01-E5-82,Avis,Fruin,8 Redwing Point,Stockton,California,95298,209-949-3850,3/4/2016,8/8/2018
1348,09-A7-10-8D-E2-45,Inglebert,Finch,62082 Karstens Lane,Los Angeles,California,90015,818-693-2748,4/23/2016,2/6/2018
1349,F1-7B-E8-89-32-D2,Ellerey,Costanza,3 Evergreen Drive,Brea,California,92822,818-701-2242,3/30/2016,1/9/2018
1350,25-66-0C-68-E3-19,Marcelo,Queyos,63 Packers Avenue,Long Beach,California,90847,562-269-8856,3/19/2016,4/2/2018
1351,1C-9F-D3-59-2B-B0,Zelig,McCullock,38227 Shasta Crossing,San Bernardino,California,92410,909-656-0766,12/30/2015,11/24/2017
1352,30-FB-DA-7D-61-26,Licha,O'Coskerry,39 Schiller Point,Fresno,California,93704,209-170-7934,8/2/2016,1/6/2018
1353,86-96-85-CA-BA-4D,Chrissie,Byas,404 Summer Ridge Center,Glendale,California,91210,818-586-7177,8/14/2016,9/22/2017
1354,B8-7C-80-C9-99-8D,Saleem,Collaton,07115 Ryan Alley,San Diego,California,92153,619-557-4299,6/25/2016,2/19/2018
1355,82-4C-E3-6E-68-F4,Dorris,Fussen,076 Sundown Junction,Oakland,California,94616,510-667-2263,1/8/2016,2/10/2018
1356,0B-94-A1-3C-7B-F1,Lavinia,Haug,949 Vermont Junction,San Jose,California,95123,408-103-8375,6/29/2016,10/30/2017
1357,DF-A3-84-EA-44-2D,Augusto,Bower,7 Monica Center,San Rafael,California,94913,415-329-2947,5/7/2016,8/21/2018
1358,5C-40-53-95-48-13,Rina,Knifton,3389 Superior Way,San Jose,California,95138,408-713-3238,5/27/2016,2/8/2018
1359,DF-04-E1-71-6B-F1,Clyde,Channing,32353 Dahle Plaza,San Diego,California,92170,619-347-4957,1/9/2016,3/19/2018
1360,96-75-8A-82-AD-2D,Uri,Cristofolini,9 Hooker Circle,Oceanside,California,92056,858-389-6141,10/12/2015,3/19/2018
1361,0C-92-8C-C1-EF-B9,Sharlene,Wiggin,9 Granby Road,San Diego,California,92145,858-892-7516,6/25/2016,7/25/2018
1362,94-AE-AE-7F-F5-AC,Tine,Beades,1603 Forest Run Alley,Riverside,California,92505,909-851-1015,8/24/2015,1/16/2018
1363,CF-9D-CA-9D-25-2E,Katharine,Sabati,19550 Park Meadow Way,Long Beach,California,90840,562-243-3002,4/17/2016,5/24/2018
1364,E0-56-6D-A5-B8-8F,Adele,Wrightem,6599 Arkansas Junction,San Rafael,California,94913,415-144-4927,5/15/2016,12/18/2017
1365,33-AE-97-39-82-29,Adrianna,Hatwell,0979 Hoffman Street,Fresno,California,93726,559-792-6545,3/30/2016,3/10/2018
1366,7A-70-48-21-A8-B4,Gardie,Ashpital,93 Towne Pass,Fresno,California,93786,559-467-3435,12/26/2015,7/18/2018
1367,52-E3-EB-FC-C6-6D,Darcee,Normanville,131 Sunbrook Parkway,Los Angeles,California,90081,213-906-4208,9/10/2015,4/20/2018
1368,51-39-49-98-EF-B1,Montague,Kemmons,438 Crescent Oaks Park,San Francisco,California,94169,415-944-2682,8/4/2016,3/15/2018
1369,BF-3F-B5-F0-4E-3A,Shelagh,Betjeman,7000 4th Park,Ventura,California,93005,805-587-2543,7/31/2016,12/16/2017
1370,F1-B3-BE-76-AB-FB,Elizabet,Domenico,17177 Oak Circle,Salinas,California,93907,831-491-1137,8/16/2016,2/25/2018
1371,69-5C-C6-98-87-C9,Philippine,Markey,1775 Rutledge Center,Sacramento,California,95865,916-525-0299,11/9/2015,11/10/2017
1372,D8-3D-DF-A9-31-BA,Sharl,Mincini,434 Debra Plaza,Los Angeles,California,90020,323-868-3349,6/12/2016,9/9/2017
1373,FE-33-46-08-F1-59,Karin,Pietzke,2 Badeau Junction,Los Angeles,California,90087,213-938-3989,3/29/2016,1/23/2018
1374,4C-92-62-46-F4-E9,Augustin,Paffett,51 Sommers Road,Pasadena,California,91199,626-242-3133,9/28/2015,11/4/2017
1375,76-70-D9-3B-22-D8,Vanya,Giovannelli,6 Pearson Hill,San Francisco,California,94159,415-229-3910,9/19/2015,2/7/2018
1376,B3-02-D9-B5-90-80,Hilda,Gibbin,06 Mcbride Parkway,Orange,California,92867,949-116-1869,1/10/2016,8/3/2018
1377,A3-7D-93-7B-73-4F,Sindee,Dresser,636 Elgar Drive,San Diego,California,92196,619-900-9980,9/5/2015,2/5/2018
1378,C8-A1-35-93-8C-A8,Kassandra,Rego,4 Blackbird Parkway,Sacramento,California,95838,916-814-9791,5/30/2016,11/17/2017
1379,04-45-91-0E-85-23,Clara,Willan,0763 Sugar Park,Oakland,California,94660,510-452-4627,1/10/2016,6/6/2018
1380,12-A6-56-B9-9C-64,Carroll,Ghirigori,020 Derek Pass,Sacramento,California,94237,916-416-9936,7/4/2016,4/16/2018
1381,CE-63-CE-14-E9-BD,Homere,Slyman,3241 Eastwood Pass,South Lake Tahoe,California,96154,530-245-2158,1/20/2016,8/29/2017
1382,58-3D-53-09-E4-AE,Gianna,Lievesley,39586 Lighthouse Bay Trail,Santa Monica,California,90410,310-946-1803,4/27/2016,6/12/2018
1383,25-86-56-8C-4E-39,Jazmin,Scalia,6939 Dunning Parkway,San Diego,California,92127,619-972-3906,1/2/2016,9/26/2017
1384,27-2C-63-68-91-A1,Joe,Crowley,508 Center Way,Santa Barbara,California,93111,805-380-8883,1/11/2016,5/7/2018
1385,7D-BF-AE-39-68-07,Barbara,Welchman,51984 Arizona Avenue,Van Nuys,California,91406,323-165-0625,5/19/2016,9/3/2017
1386,9A-BD-B6-DC-CB-46,Brynna,Erangy,8 Browning Way,Orange,California,92867,714-272-8962,10/5/2015,4/5/2018
1387,95-A2-F6-C8-A8-35,Alexis,Cowie,67 Eliot Junction,Inglewood,California,90305,310-341-4334,10/10/2015,9/13/2017
1388,86-61-31-18-02-97,Iggy,Crocumbe,71978 Dennis Terrace,San Diego,California,92127,619-122-5739,11/27/2015,12/3/2017
1389,76-E5-43-5F-8B-62,Carlie,Wethey,73991 Dwight Junction,Sacramento,California,95852,916-264-4922,10/31/2015,1/14/2018
1390,D5-A2-68-3B-7B-4C,Jacky,Glisane,0958 Canary Plaza,San Francisco,California,94164,415-604-6282,3/19/2016,9/17/2017
